,Parent_Count,Char_Count,Main_Tag,Main_Tag_Char_Count,Main_Tag_Name,Main_Tag_Attributes,Tag_Count_html:option,Tag_Count_html:label,Tag_Count_html:body,Tag_Count_html:link,Tag_Count_path,Tag_Count_html:ol,Tag_Count_html:a,Tag_Count_html:p,Tag_Count_html:b,Tag_Count_html:li,Tag_Count_html:input,Tag_Count_animatetransform,Tag_Count_html:head,Tag_Count_html:meta,Tag_Count_html:html,Tag_Count_html:div,Tag_Count_html:em,Tag_Count_html:br,Tag_Count_html:ul,Tag_Count_html:form,Tag_Count_html:title,Tag_Count_html:script,Tag_Count_html:select,Tag_Count_html:img,Tag_Count_html:style,Tag_Count_svg,Tag_Count_html:fieldset,Tag_Count_html:h1,Tag_Count_html:h3,Attr_lang,Attr_content,Attr_href,Attr_rel,Attr_type,Attr_src,Attr_media,Attr_id,Attr_target,Attr_alt,Attr_height,Attr_width,Attr_class,Attr_value,Attr_action,Attr_enctype,Attr_method,Attr_name,Attr_language,Attr_title,Attr_style,Attr_version,Attr_viewbox,Attr_x,Attr_y,Attr_d,Attr_fill,Attr_attributename,Attr_attributetype,Attr_dur,Attr_from,Attr_repeatcount,Attr_to,Attr_onclick,Attr_for,Attr_maxlength,Attr_autocomplete,Attr_tabindex
247,10,167,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_txtSmtpPort"" maxlength=""100"" name=""emailConfigurationForm[txtSmtpPort]"" type=""text"" />",167,html:input,"['id=""emailConfigurationForm_txtSmtpPort""', 'maxlength=""100""', 'name=""emailConfigurationForm[txtSmtpPort]""', 'type=""text""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,text,,,emailConfigurationForm_txtSmtpPort,,,,,,,,,,emailConfigurationForm[txtSmtpPort],,,,,,,,,,,,,,,,,,100,,
248,9,643,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"" class=""line radio"">",70,html:li,"['class=""line radio""']",0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,line radio,,,,,,,,,,,,,,,,,,,,,,,,,
249,10,127,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optAuth"">",91,html:label,"['for=""emailConfigurationForm_optAuth""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optAuth,,,
250,10,514,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"" class=""radio_list"">",70,html:ul,"['class=""radio_list""']",0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,radio_list,,,,,,,,,,,,,,,,,,,,,,,,,
251,11,258,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12,168,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_optAuth_none"" name=""emailConfigurationForm[optAuth]"" type=""radio"" value=""none"" />",162,html:input,"['id=""emailConfigurationForm_optAuth_none""', 'name=""emailConfigurationForm[optAuth]""', 'type=""radio""', 'value=""none""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,radio,,,emailConfigurationForm_optAuth_none,,,,,,none,,,,emailConfigurationForm[optAuth],,,,,,,,,,,,,,,,,,,,
253,12,111,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optAuth_none"">",96,html:label,"['for=""emailConfigurationForm_optAuth_none""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optAuth_none,,,
254,11,260,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,12,170,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_optAuth_login"" name=""emailConfigurationForm[optAuth]"" type=""radio"" value=""login"" />",164,html:input,"['id=""emailConfigurationForm_optAuth_login""', 'name=""emailConfigurationForm[optAuth]""', 'type=""radio""', 'value=""login""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,radio,,,emailConfigurationForm_optAuth_login,,,,,,login,,,,emailConfigurationForm[optAuth],,,,,,,,,,,,,,,,,,,,
256,12,113,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optAuth_login"">",97,html:label,"['for=""emailConfigurationForm_optAuth_login""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optAuth_login,,,
257,9,267,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,10,117,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_txtSmtpUser"">",95,html:label,"['for=""emailConfigurationForm_txtSmtpUser""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_txtSmtpUser,,,
259,10,167,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_txtSmtpUser"" maxlength=""100"" name=""emailConfigurationForm[txtSmtpUser]"" type=""text"" />",167,html:input,"['id=""emailConfigurationForm_txtSmtpUser""', 'maxlength=""100""', 'name=""emailConfigurationForm[txtSmtpUser]""', 'type=""text""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,text,,,emailConfigurationForm_txtSmtpUser,,,,,,,,,,emailConfigurationForm[txtSmtpUser],,,,,,,,,,,,,,,,,,100,,
260,9,311,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,10,121,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_txtSmtpPass"">",95,html:label,"['for=""emailConfigurationForm_txtSmtpPass""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_txtSmtpPass,,,
262,10,207,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" autocomplete=""off"" id=""emailConfigurationForm_txtSmtpPass"" maxlength=""100"" name=""emailConfigurationForm[txtSmtpPass]"" type=""password"" value=""********"" />",207,html:input,"['autocomplete=""off""', 'id=""emailConfigurationForm_txtSmtpPass""', 'maxlength=""100""', 'name=""emailConfigurationForm[txtSmtpPass]""', 'type=""password""', 'value=""********""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,password,,,emailConfigurationForm_txtSmtpPass,,,,,,********,,,,emailConfigurationForm[txtSmtpPass],,,,,,,,,,,,,,,,,,100,off,
263,9,938,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"" class=""line radio"">",70,html:li,"['class=""line radio""']",0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,line radio,,,,,,,,,,,,,,,,,,,,,,,,,
264,10,130,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optSecurity"">",95,html:label,"['for=""emailConfigurationForm_optSecurity""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optSecurity,,,
265,10,806,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"" class=""radio_list"">",70,html:ul,"['class=""radio_list""']",0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,radio_list,,,,,,,,,,,,,,,,,,,,,,,,,
266,11,286,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,12,192,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_optSecurity_none"" maxlength=""100"" name=""emailConfigurationForm[optSecurity]"" type=""radio"" value=""none"" />",186,html:input,"['id=""emailConfigurationForm_optSecurity_none""', 'maxlength=""100""', 'name=""emailConfigurationForm[optSecurity]""', 'type=""radio""', 'value=""none""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,radio,,,emailConfigurationForm_optSecurity_none,,,,,,none,,,,emailConfigurationForm[optSecurity],,,,,,,,,,,,,,,,,,100,,
268,12,115,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optSecurity_none"">",100,html:label,"['for=""emailConfigurationForm_optSecurity_none""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optSecurity_none,,,
269,11,284,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,12,190,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_optSecurity_ssl"" maxlength=""100"" name=""emailConfigurationForm[optSecurity]"" type=""radio"" value=""ssl"" />",184,html:input,"['id=""emailConfigurationForm_optSecurity_ssl""', 'maxlength=""100""', 'name=""emailConfigurationForm[optSecurity]""', 'type=""radio""', 'value=""ssl""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,radio,,,emailConfigurationForm_optSecurity_ssl,,,,,,ssl,,,,emailConfigurationForm[optSecurity],,,,,,,,,,,,,,,,,,100,,
271,12,115,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optSecurity_ssl"">",99,html:label,"['for=""emailConfigurationForm_optSecurity_ssl""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optSecurity_ssl,,,
272,11,282,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,12,190,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_optSecurity_tls"" maxlength=""100"" name=""emailConfigurationForm[optSecurity]"" type=""radio"" value=""tls"" />",184,html:input,"['id=""emailConfigurationForm_optSecurity_tls""', 'maxlength=""100""', 'name=""emailConfigurationForm[optSecurity]""', 'type=""radio""', 'value=""tls""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,radio,,,emailConfigurationForm_optSecurity_tls,,,,,,tls,,,,emailConfigurationForm[optSecurity],,,,,,,,,,,,,,,,,,100,,
274,12,115,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_optSecurity_tls"">",99,html:label,"['for=""emailConfigurationForm_optSecurity_tls""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_optSecurity_tls,,,
275,8,656,"<html:ol xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ol,[],0,2,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,9,292,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,10,128,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_chkSendTestEmail"">",100,html:label,"['for=""emailConfigurationForm_chkSendTestEmail""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_chkSendTestEmail,,,
278,10,181,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_chkSendTestEmail"" maxlength=""100"" name=""emailConfigurationForm[chkSendTestEmail]"" type=""checkbox"" />",181,html:input,"['id=""emailConfigurationForm_chkSendTestEmail""', 'maxlength=""100""', 'name=""emailConfigurationForm[chkSendTestEmail]""', 'type=""checkbox""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,checkbox,,,emailConfigurationForm_chkSendTestEmail,,,,,,,,,,emailConfigurationForm[chkSendTestEmail],,,,,,,,,,,,,,,,,,100,,
279,9,288,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,10,127,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_txtTestEmail"">",96,html:label,"['for=""emailConfigurationForm_txtTestEmail""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_txtTestEmail,,,
281,10,178,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_txtTestEmail"" maxlength=""100"" name=""emailConfigurationForm[txtTestEmail]"" type=""text"" value="""" />",178,html:input,"['id=""emailConfigurationForm_txtTestEmail""', 'maxlength=""100""', 'name=""emailConfigurationForm[txtTestEmail]""', 'type=""text""', 'value=""""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,text,,,emailConfigurationForm_txtTestEmail,,,,,,,,,,emailConfigurationForm[txtTestEmail],,,,,,,,,,,,,,,,,,100,,
282,9,137,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"" class=""required"">",68,html:li,"['class=""required""']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,required,,,,,,,,,,,,,,,,,,,,,,,,,
283,10,77,"<html:em xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:em,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,8,213,"<html:p xmlns:html=""http://www.w3.org/1999/xhtml"">",50,html:p,[],0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,9,107,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" class="""" id=""editBtn"" type=""button"" value=""Edit"" />",105,html:input,"['class=""""', 'id=""editBtn""', 'type=""button""', 'value=""Edit""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,button,,,editBtn,,,,,,Edit,,,,,,,,,,,,,,,,,,,,,,,,
286,9,127,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" class=""reset"" id=""resetBtn"" tabindex=""3"" type=""button"" value=""Reset"" />",125,html:input,"['class=""reset""', 'id=""resetBtn""', 'tabindex=""3""', 'type=""button""', 'value=""Reset""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,button,,,resetBtn,,,,,reset,Reset,,,,,,,,,,,,,,,,,,,,,,,,3
287,4,7466,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/javascript"">",78,html:script,"['type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,text/javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2,250,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""footer"">",64,html:div,"['id=""footer""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,footer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,3,73,"<html:br xmlns:html=""http://www.w3.org/1999/xhtml"" />",53,html:br,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,3,145,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://www.orangehrm.com"" target=""_blank"">",98,html:a,"['href=""http://www.orangehrm.com""', 'target=""_blank""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://www.orangehrm.com,,,,,,_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2,3653,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/javascript"">",78,html:script,"['type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,text/javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
