,Parent_Count,Char_Count,Main_Tag,Main_Tag_Char_Count,Main_Tag_Name,Main_Tag_Attributes,Tag_Count_html:h2,Tag_Count_html:label,Tag_Count_html:body,Tag_Count_html:link,Tag_Count_path,Tag_Count_html:ol,Tag_Count_html:a,Tag_Count_html:p,Tag_Count_html:b,Tag_Count_html:li,Tag_Count_html:input,Tag_Count_animatetransform,Tag_Count_html:head,Tag_Count_html:meta,Tag_Count_html:html,Tag_Count_html:div,Tag_Count_html:br,Tag_Count_html:ul,Tag_Count_html:form,Tag_Count_html:title,Tag_Count_html:script,Tag_Count_html:img,Tag_Count_html:style,Tag_Count_svg,Tag_Count_html:fieldset,Tag_Count_html:h1,Tag_Count_html:h3,Attr_tabindex,Attr_lang,Attr_content,Attr_href,Attr_rel,Attr_type,Attr_src,Attr_media,Attr_id,Attr_target,Attr_alt,Attr_height,Attr_width,Attr_class,Attr_value,Attr_action,Attr_enctype,Attr_method,Attr_name,Attr_language,Attr_title,Attr_style,Attr_version,Attr_viewbox,Attr_x,Attr_y,Attr_d,Attr_fill,Attr_attributename,Attr_attributetype,Attr_dur,Attr_from,Attr_repeatcount,Attr_to,Attr_onclick,Attr_for
80,6,3862,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,7,318,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,8,130,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""arrow"" href=""#"" id=""menu_admin_UserManagement"">",104,html:a,"['class=""arrow""', 'href=""#""', 'id=""menu_admin_UserManagement""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,#,,,,,menu_admin_UserManagement,,,,,arrow,,,,,,,,,,,,,,,,,,,,,,
83,8,209,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,9,185,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,10,164,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/viewSystemUsers"" id=""menu_admin_viewSystemUsers"">",150,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/viewSystemUsers""', 'id=""menu_admin_viewSystemUsers""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/viewSystemUsers,,,,,menu_admin_viewSystemUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,7,884,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,8,107,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""arrow"" href=""#"" id=""menu_admin_Job"">",93,html:a,"['class=""arrow""', 'href=""#""', 'id=""menu_admin_Job""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,#,,,,,menu_admin_Job,,,,,arrow,,,,,,,,,,,,,,,,,,,,,,
88,8,798,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,9,192,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,10,171,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/viewJobTitleList"" id=""menu_admin_viewJobTitleList"">",152,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/viewJobTitleList""', 'id=""menu_admin_viewJobTitleList""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/viewJobTitleList,,,,,menu_admin_viewJobTitleList,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,9,186,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,10,165,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/viewPayGrades"" id=""menu_admin_viewPayGrades"">",146,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/viewPayGrades""', 'id=""menu_admin_viewPayGrades""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/viewPayGrades,,,,,menu_admin_viewPayGrades,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,9,199,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10,178,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/employmentStatus"" id=""menu_admin_employmentStatus"">",152,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/employmentStatus""', 'id=""menu_admin_employmentStatus""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/employmentStatus,,,,,menu_admin_employmentStatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,9,186,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,10,165,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/jobCategory"" id=""menu_admin_jobCategory"">",142,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/jobCategory""', 'id=""menu_admin_jobCategory""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/jobCategory,,,,,menu_admin_jobCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,9,179,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,10,158,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/workShift"" id=""menu_admin_workShift"">",138,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/workShift""', 'id=""menu_admin_workShift""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/workShift,,,,,menu_admin_workShift,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,7,665,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
