Main_Tag,Page,Symm_Diff
"<html:option xmlns:html=""http://www.w3.org/1999/xhtml"" value=""14"">",_recruitment_addJobVacancy,curr_minus_hist
"<html:option xmlns:html=""http://www.w3.org/1999/xhtml"" value=""15"">",_recruitment_addJobVacancy,curr_minus_hist
"<html:option xmlns:html=""http://www.w3.org/1999/xhtml"" value=""2"">",_recruitment_addJobVacancy,curr_minus_hist
"<html:option xmlns:html=""http://www.w3.org/1999/xhtml"" value=""4"">",_recruitment_addJobVacancy,hist_minus_curr
"<html:option xmlns:html=""http://www.w3.org/1999/xhtml"" value=""5"">",_recruitment_addJobVacancy,hist_minus_curr
"<html:select xmlns:html=""http://www.w3.org/1999/xhtml"" class=""valid"" id=""addJobVacancy_jobTitle"" maxlength=""50"" name=""addJobVacancy[jobTitle]"">",_recruitment_addJobVacancy,curr_minus_hist
"<html:select xmlns:html=""http://www.w3.org/1999/xhtml"" class=""validation-error"" id=""addJobVacancy_jobType"" maxlength=""50"" name=""addJobVacancy[jobType]"">",_recruitment_addJobVacancy,curr_minus_hist
"<html:select xmlns:html=""http://www.w3.org/1999/xhtml"" id=""addJobVacancy_jobTitle"" maxlength=""50"" name=""addJobVacancy[jobTitle]"">",_recruitment_addJobVacancy,hist_minus_curr
"<html:span xmlns:html=""http://www.w3.org/1999/xhtml"" class=""validation-error"" for=""addJobVacancy_jobType"" generated=""true"">",_recruitment_addJobVacancy,curr_minus_hist
"<html:textarea xmlns:html=""http://www.w3.org/1999/xhtml"" class=""valid"" cols=""30"" id=""addJobVacancy_description"" name=""addJobVacancy[description]"" rows=""9"" />",_recruitment_addJobVacancy,curr_minus_hist
"<html:textarea xmlns:html=""http://www.w3.org/1999/xhtml"" cols=""30"" id=""addJobVacancy_description"" name=""addJobVacancy[description]"" rows=""9"" />",_recruitment_addJobVacancy,hist_minus_curr
